state,action
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","1"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","4"
"[3, 1]","2"
"[3, 0]","2"
"[3, 0]","2"
"[3, 0]","2"
"[3, 0]","2"
"[3, 0]","2"
"[3, 0]","2"
"[3, 0]","4"
"[3, 0]","2"
"[3, 0]","2"
"[3, 0]","2"
"[3, 0]","2"
"[3, 0]","0"
"[2, 0]","4"
"[2, 0]","3"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","0"
"[1, 1]","1"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","4"
"[2, 1]","1"
"[3, 1]","1"
"[np.int32(9), np.int32(9)]","0"
"[np.int32(8), np.int32(9)]","4"
"[np.int32(8), np.int32(9)]","4"
"[np.int32(8), np.int32(9)]","3"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","1"
"[9, 9]","2"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","0"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","1"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","1"
"[9, 8]","2"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","1"
"[9, 7]","0"
"[8, 7]","3"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","1"
"[9, 8]","4"
"[9, 8]","3"
"[9, 9]","2"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","3"
"[9, 9]","2"
"[9, 8]","1"
"[9, 8]","4"
"[9, 8]","3"
"[9, 9]","2"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","3"
"[9, 9]","2"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","3"
"[9, 9]","2"
"[9, 8]","4"
"[9, 8]","2"
"[9, 7]","4"
"[9, 7]","0"
"[8, 7]","3"
"[8, 8]","4"
"[8, 8]","3"
"[8, 9]","4"
"[8, 9]","3"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","1"
"[9, 9]","2"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","1"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","0"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","1"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","2"
"[9, 7]","4"
"[9, 7]","1"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","0"
"[8, 7]","3"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","1"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","0"
"[8, 8]","3"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","4"
"[8, 9]","1"
"[9, 9]","2"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","0"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","2"
"[8, 7]","3"
"[8, 8]","1"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","3"
"[9, 9]","2"
"[9, 8]","2"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","4"
"[9, 7]","3"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","1"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","1"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","4"
"[9, 8]","0"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","4"
"[8, 8]","2"
"[8, 7]","3"
"[8, 8]","4"
"[8, 8]","0"
"[7, 8]","2"
"[7, 7]","2"
"[7, 6]","1"
"[8, 6]","0"
"[7, 6]","0"
"[6, 6]","0"
"[5, 6]","0"
"[4, 6]","1"
"[5, 6]","2"
"[np.int32(5), np.int32(6)]","2"
"[np.int32(4), np.int32(7)]","2"
"[np.int32(4), np.int32(6)]","1"
"[np.int32(5), np.int32(6)]","3"
"[np.int32(5), np.int32(7)]","0"
"[np.int32(4), np.int32(7)]","2"
"[np.int32(4), np.int32(6)]","1"
"[np.int32(5), np.int32(6)]","2"
"[np.int32(3), np.int32(8)]","0"
"[np.int32(2), np.int32(8)]","1"
"[np.int32(3), np.int32(8)]","1"
"[np.int32(4), np.int32(8)]","2"
"[np.int32(0), np.int32(3)]","0"
"[0, np.int32(3)]","1"
"[1, np.int32(3)]","4"
"[1, np.int32(3)]","4"
"[1, np.int32(3)]","4"
"[1, np.int32(3)]","4"
"[1, np.int32(3)]","4"
"[1, np.int32(3)]","4"
"[1, np.int32(3)]","1"
"[2, np.int32(3)]","4"
"[2, np.int32(3)]","4"
"[2, np.int32(3)]","0"
"[1, np.int32(3)]","4"
"[1, np.int32(3)]","4"
"[1, np.int32(3)]","4"
"[1, np.int32(3)]","4"
"[1, np.int32(3)]","4"
"[1, np.int32(3)]","4"
"[1, np.int32(3)]","3"
"[1, np.int32(4)]","1"
"[2, np.int32(4)]","4"
"[2, np.int32(4)]","4"
"[2, np.int32(4)]","4"
"[2, np.int32(4)]","3"
"[2, np.int32(5)]","0"
"[1, np.int32(5)]","2"
"[1, np.int32(4)]","4"
"[1, np.int32(4)]","4"
"[1, np.int32(4)]","4"
"[1, np.int32(4)]","4"
"[1, np.int32(4)]","2"
"[1, np.int32(3)]","4"
"[1, np.int32(3)]","4"
"[1, np.int32(3)]","4"
"[1, np.int32(3)]","1"
"[2, np.int32(3)]","4"
"[2, np.int32(3)]","1"
"[3, np.int32(3)]","4"
"[3, np.int32(3)]","4"
"[3, np.int32(3)]","4"
"[3, np.int32(3)]","4"
"[3, np.int32(3)]","4"
"[3, np.int32(3)]","4"
"[3, np.int32(3)]","4"
"[3, np.int32(3)]","4"
"[3, np.int32(3)]","4"
"[3, np.int32(3)]","4"
"[3, np.int32(3)]","4"
"[3, np.int32(3)]","1"
"[np.int32(9), np.int32(4)]","0"
"[np.int32(8), np.int32(4)]","0"
"[np.int32(7), np.int32(4)]","0"
"[np.int32(6), np.int32(4)]","0"
"[np.int32(5), np.int32(4)]","3"
"[np.int32(4), np.int32(9)]","3"
"[np.int32(4), 9]","2"
"[np.int32(4), 8]","2"
"[np.int32(4), 7]","2"
"[np.int32(4), 6]","1"
"[np.int32(5), 6]","2"
"[np.int32(9), np.int32(1)]","4"
"[np.int32(9), np.int32(1)]","4"
"[np.int32(9), np.int32(1)]","4"
"[np.int32(9), np.int32(1)]","4"
"[np.int32(9), np.int32(1)]","0"
"[np.int32(5), np.int32(3)]","1"
"[np.int32(6), np.int32(3)]","1"
"[np.int32(7), np.int32(3)]","3"
"[np.int32(7), np.int32(4)]","2"
"[np.int32(7), np.int32(3)]","3"
"[np.int32(7), np.int32(4)]","1"
"[np.int32(8), np.int32(4)]","0"
"[np.int32(7), np.int32(4)]","0"
"[np.int32(6), np.int32(4)]","0"
"[np.int32(5), np.int32(4)]","3"
"[np.int32(7), np.int32(3)]","4"
"[np.int32(7), np.int32(3)]","3"
"[np.int32(7), np.int32(4)]","0"
"[np.int32(6), np.int32(4)]","0"
"[np.int32(5), np.int32(4)]","4"
"[np.int32(5), np.int32(4)]","3"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","2"
"[np.int32(1), np.int32(6)]","4"
"[np.int32(1), np.int32(6)]","4"
"[np.int32(1), np.int32(6)]","4"
"[np.int32(1), np.int32(6)]","4"
"[np.int32(1), np.int32(6)]","4"
"[np.int32(1), np.int32(6)]","4"
"[np.int32(1), np.int32(6)]","4"
"[np.int32(1), np.int32(6)]","4"
"[np.int32(1), np.int32(6)]","4"
"[np.int32(1), np.int32(6)]","3"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","4"
"[np.int32(1), np.int32(7)]","0"
"[0, np.int32(7)]","0"
"[0, np.int32(7)]","0"
"[0, np.int32(7)]","0"
"[0, np.int32(7)]","0"
"[0, np.int32(7)]","0"
"[0, np.int32(7)]","0"
"[0, np.int32(7)]","0"
"[0, np.int32(7)]","3"
"[0, np.int32(8)]","0"
"[0, np.int32(8)]","0"
"[0, np.int32(8)]","1"
"[1, np.int32(8)]","3"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","1"
"[np.int32(6), np.int32(1)]","4"
"[np.int32(6), np.int32(1)]","0"
"[np.int32(5), np.int32(1)]","4"
"[np.int32(5), np.int32(1)]","4"
"[np.int32(5), np.int32(1)]","4"
"[np.int32(5), np.int32(1)]","4"
"[np.int32(5), np.int32(1)]","2"
"[np.int32(5), 0]","1"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","3"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","2"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","0"
"[np.int32(5), 0]","1"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","1"
"[np.int32(7), 0]","3"
"[np.int32(7), 1]","1"
"[np.int32(8), 1]","0"
"[np.int32(7), 1]","4"
"[np.int32(7), 1]","4"
"[np.int32(7), 1]","0"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","0"
"[np.int32(5), 1]","4"
"[np.int32(5), 1]","2"
"[np.int32(5), 0]","1"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","3"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","2"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","0"
"[np.int32(5), 0]","1"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","2"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","1"
"[np.int32(7), 0]","2"
"[np.int32(7), 0]","2"
"[np.int32(7), 0]","2"
"[np.int32(7), 0]","3"
"[np.int32(7), 1]","2"
"[np.int32(7), 0]","4"
"[np.int32(7), 0]","2"
"[np.int32(7), 0]","4"
"[np.int32(7), 0]","2"
"[np.int32(7), 0]","2"
"[np.int32(7), 0]","2"
"[np.int32(7), 0]","2"
"[np.int32(7), 0]","0"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","3"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","0"
"[np.int32(5), 1]","4"
"[np.int32(5), 1]","4"
"[np.int32(5), 1]","4"
"[np.int32(5), 1]","4"
"[np.int32(5), 1]","4"
"[np.int32(5), 1]","4"
"[np.int32(5), 1]","4"
"[np.int32(5), 1]","2"
"[np.int32(5), 0]","1"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","1"
"[np.int32(7), 0]","2"
"[np.int32(7), 0]","2"
"[np.int32(7), 0]","0"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","3"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","3"
"[np.int32(6), 2]","3"
"[np.int32(6), 3]","3"
"[np.int32(6), np.int32(3)]","3"
"[np.int32(6), np.int32(4)]","1"
"[np.int32(7), np.int32(4)]","0"
"[np.int32(6), np.int32(4)]","1"
"[np.int32(7), np.int32(4)]","0"
"[np.int32(6), np.int32(4)]","0"
"[np.int32(5), np.int32(4)]","1"
"[np.int32(6), np.int32(4)]","0"
"[np.int32(5), np.int32(4)]","3"
"[np.int32(0), np.int32(8)]","0"
"[0, np.int32(8)]","0"
"[0, np.int32(8)]","0"
"[0, np.int32(8)]","3"
"[0, 9]","2"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","3"
"[0, 9]","2"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
