state,action
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","4"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","3"
"[0, 9]","2"
"[0, 8]","1"
"[1, 8]","3"
"[1, 9]","4"
"[1, 9]","4"
"[1, 9]","4"
"[1, 9]","0"
"[0, 9]","2"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","2"
"[0, 7]","3"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","3"
"[0, 9]","2"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","3"
"[0, 9]","2"
"[0, 8]","4"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","3"
"[0, 9]","2"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","1"
"[1, 8]","3"
"[1, 9]","0"
"[0, 9]","2"
"[0, 8]","2"
"[0, 7]","0"
"[0, 7]","2"
"[np.int32(0), np.int32(6)]","2"
"[np.int32(0), np.int32(5)]","2"
"[np.int32(0), np.int32(4)]","4"
"[np.int32(0), np.int32(4)]","4"
"[np.int32(0), np.int32(4)]","4"
"[np.int32(0), np.int32(4)]","4"
"[np.int32(0), np.int32(4)]","4"
"[np.int32(0), np.int32(4)]","4"
"[np.int32(0), np.int32(4)]","4"
"[np.int32(0), np.int32(4)]","1"
"[np.int32(1), np.int32(4)]","4"
"[np.int32(1), np.int32(4)]","4"
"[np.int32(1), np.int32(4)]","4"
"[np.int32(1), np.int32(4)]","1"
"[np.int32(0), np.int32(5)]","3"
"[np.int32(0), np.int32(6)]","1"
"[np.int32(1), np.int32(6)]","4"
"[np.int32(1), np.int32(6)]","4"
"[np.int32(1), np.int32(6)]","4"
"[np.int32(1), np.int32(6)]","1"
"[np.int32(2), np.int32(6)]","4"
"[np.int32(2), np.int32(6)]","4"
"[np.int32(2), np.int32(6)]","4"
"[np.int32(2), np.int32(6)]","4"
"[np.int32(2), np.int32(6)]","4"
"[np.int32(2), np.int32(6)]","1"
"[np.int32(3), np.int32(6)]","1"
"[np.int32(4), np.int32(6)]","1"
"[np.int32(5), np.int32(6)]","2"
"[np.int32(4), np.int32(5)]","1"
"[np.int32(9), np.int32(7)]","4"
"[np.int32(9), np.int32(7)]","4"
"[np.int32(9), np.int32(7)]","4"
"[np.int32(9), np.int32(7)]","4"
"[np.int32(9), np.int32(7)]","4"
"[np.int32(9), np.int32(7)]","4"
"[np.int32(9), np.int32(7)]","0"
"[np.int32(8), np.int32(7)]","3"
"[np.int32(8), np.int32(8)]","1"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","2"
"[9, np.int32(7)]","4"
"[9, np.int32(7)]","4"
"[9, np.int32(7)]","4"
"[9, np.int32(7)]","4"
"[9, np.int32(7)]","4"
"[9, np.int32(7)]","4"
"[9, np.int32(7)]","3"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","1"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","2"
"[9, np.int32(7)]","4"
"[9, np.int32(7)]","4"
"[9, np.int32(7)]","4"
"[9, np.int32(7)]","4"
"[9, np.int32(7)]","4"
"[9, np.int32(7)]","4"
"[9, np.int32(7)]","4"
"[9, np.int32(7)]","3"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","4"
"[9, np.int32(8)]","1"
"[9, np.int32(8)]","0"
"[8, np.int32(8)]","4"
"[8, np.int32(8)]","4"
"[8, np.int32(8)]","4"
"[8, np.int32(8)]","4"
"[8, np.int32(8)]","0"
"[7, np.int32(8)]","4"
"[7, np.int32(8)]","2"
"[7, np.int32(7)]","2"
"[7, np.int32(6)]","0"
"[6, np.int32(6)]","0"
"[np.int32(2), np.int32(8)]","1"
"[np.int32(3), np.int32(8)]","0"
"[np.int32(2), np.int32(8)]","1"
"[np.int32(3), np.int32(8)]","0"
"[np.int32(2), np.int32(8)]","1"
"[np.int32(3), np.int32(8)]","0"
"[np.int32(2), np.int32(8)]","1"
"[np.int32(3), np.int32(8)]","0"
"[np.int32(2), np.int32(8)]","1"
"[np.int32(3), np.int32(8)]","0"
"[np.int32(2), np.int32(8)]","0"
"[np.int32(1), np.int32(8)]","3"
"[np.int32(1), 9]","0"
"[0, 9]","2"
"[0, 8]","0"
"[0, 8]","2"
"[0, 7]","0"
"[0, 7]","3"
"[0, 8]","4"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","0"
"[0, 8]","1"
"[1, 8]","2"
"[1, 7]","4"
"[1, 7]","4"
"[1, 7]","4"
"[1, 7]","4"
"[1, 7]","4"
"[1, 7]","4"
"[1, 7]","4"
"[1, 7]","4"
"[1, 7]","4"
"[1, 7]","2"
"[1, 6]","4"
"[1, 6]","2"
"[1, 5]","1"
"[np.int32(0), np.int32(9)]","4"
"[np.int32(0), np.int32(9)]","2"
"[np.int32(0), np.int32(8)]","0"
"[0, np.int32(8)]","0"
"[0, np.int32(8)]","0"
"[0, np.int32(8)]","0"
"[0, np.int32(8)]","0"
"[0, np.int32(8)]","1"
"[np.int32(6), np.int32(7)]","2"
"[np.int32(6), np.int32(6)]","0"
"[np.int32(5), np.int32(6)]","2"
"[np.int32(3), np.int32(7)]","4"
"[np.int32(3), np.int32(7)]","4"
"[np.int32(3), np.int32(7)]","4"
"[np.int32(3), np.int32(7)]","4"
"[np.int32(3), np.int32(7)]","4"
"[np.int32(3), np.int32(7)]","4"
"[np.int32(3), np.int32(7)]","4"
"[np.int32(3), np.int32(7)]","4"
"[np.int32(3), np.int32(7)]","1"
"[np.int32(4), np.int32(7)]","2"
"[np.int32(4), np.int32(6)]","1"
"[np.int32(5), np.int32(6)]","2"
"[np.int32(9), np.int32(2)]","1"
"[9, np.int32(2)]","1"
"[9, np.int32(2)]","1"
"[9, np.int32(2)]","1"
"[9, np.int32(2)]","2"
"[np.int32(1), np.int32(1)]","1"
"[np.int32(6), np.int32(1)]","4"
"[np.int32(6), np.int32(1)]","4"
"[np.int32(6), np.int32(1)]","4"
"[np.int32(6), np.int32(1)]","2"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","2"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","3"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","3"
"[np.int32(6), 2]","2"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","4"
"[np.int32(6), 1]","3"
"[np.int32(6), 2]","3"
"[np.int32(6), 3]","3"
"[np.int32(6), 4]","0"
"[np.int32(5), 4]","3"
"[np.int32(8), np.int32(8)]","4"
"[np.int32(8), np.int32(8)]","4"
"[np.int32(8), np.int32(8)]","4"
"[np.int32(8), np.int32(8)]","4"
"[np.int32(8), np.int32(8)]","4"
"[np.int32(8), np.int32(8)]","4"
"[np.int32(8), np.int32(8)]","3"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","4"
"[np.int32(8), 9]","2"
"[np.int32(8), 8]","0"
"[np.int32(2), np.int32(0)]","3"
"[np.int32(2), np.int32(1)]","2"
"[np.int32(2), 0]","3"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","2"
"[np.int32(2), 0]","3"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","3"
"[np.int32(2), 2]","0"
"[np.int32(1), np.int32(0)]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","3"
"[np.int32(1), 1]","1"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","0"
"[np.int32(1), 1]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","2"
"[np.int32(1), 0]","1"
"[np.int32(2), 0]","3"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","0"
"[np.int32(1), 1]","1"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","3"
"[np.int32(2), 2]","0"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","2"
"[np.int32(1), 1]","1"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","2"
"[np.int32(2), 0]","3"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","3"
"[np.int32(2), 2]","0"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","2"
"[np.int32(1), 1]","1"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","4"
"[np.int32(2), 1]","3"
"[np.int32(2), 2]","0"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","4"
"[np.int32(1), 2]","3"
"[np.int32(1), 3]","4"
"[np.int32(1), 3]","4"
"[np.int32(1), 3]","4"
"[np.int32(1), 3]","4"
"[np.int32(1), 3]","4"
"[np.int32(1), 3]","4"
"[np.int32(1), 3]","4"
"[np.int32(1), 3]","0"
"[0, 3]","0"
"[0, 3]","1"
"[1, 3]","4"
"[1, 3]","4"
"[1, 3]","4"
"[1, 3]","4"
"[1, 3]","3"
"[1, 4]","4"
"[1, 4]","4"
"[1, 4]","0"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","2"
"[np.int32(3), np.int32(1)]","4"
"[np.int32(3), np.int32(1)]","3"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","2"
"[np.int32(3), np.int32(1)]","4"
"[np.int32(3), np.int32(1)]","4"
"[np.int32(3), np.int32(1)]","4"
"[np.int32(3), np.int32(1)]","4"
"[np.int32(3), np.int32(1)]","4"
"[np.int32(3), np.int32(1)]","4"
"[np.int32(3), np.int32(1)]","4"
"[np.int32(3), np.int32(1)]","4"
"[np.int32(3), np.int32(1)]","3"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","2"
"[np.int32(3), np.int32(1)]","4"
"[np.int32(3), np.int32(1)]","3"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","4"
"[np.int32(3), np.int32(2)]","3"
"[np.int32(3), np.int32(3)]","4"
"[np.int32(3), np.int32(3)]","1"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","4"
"[np.int32(4), np.int32(3)]","2"
"[np.int32(4), np.int32(2)]","1"
"[np.int32(5), np.int32(2)]","3"
"[np.int32(5), np.int32(3)]","1"
"[np.int32(6), np.int32(3)]","3"
"[np.int32(6), np.int32(4)]","0"
"[np.int32(5), np.int32(4)]","3"
"[np.int32(5), np.int32(0)]","1"
"[np.int32(6), np.int32(0)]","4"
"[np.int32(6), np.int32(0)]","4"
"[np.int32(6), np.int32(0)]","4"
"[np.int32(6), np.int32(0)]","4"
"[np.int32(6), np.int32(0)]","0"
"[np.int32(5), np.int32(0)]","1"
"[np.int32(6), np.int32(0)]","4"
"[np.int32(6), np.int32(0)]","4"
"[np.int32(6), np.int32(0)]","4"
"[np.int32(6), np.int32(0)]","4"
"[np.int32(6), np.int32(0)]","4"
"[np.int32(6), np.int32(0)]","4"
"[np.int32(6), np.int32(0)]","4"
"[np.int32(6), np.int32(0)]","4"
"[np.int32(6), np.int32(0)]","0"
"[np.int32(5), np.int32(0)]","1"
"[np.int32(6), np.int32(0)]","4"
"[np.int32(6), np.int32(0)]","4"
"[np.int32(6), np.int32(0)]","4"
"[np.int32(6), np.int32(0)]","4"
"[np.int32(6), np.int32(0)]","2"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","2"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","4"
"[np.int32(6), 0]","3"
"[np.int32(6), np.int32(9)]","3"
"[np.int32(6), 9]","4"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","2"
"[np.int32(6), 8]","1"
"[np.int32(7), 8]","4"
"[np.int32(7), 8]","3"
"[np.int32(7), 9]","0"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","4"
"[np.int32(6), 9]","1"
"[np.int32(7), 9]","0"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","4"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","1"
"[np.int32(7), 9]","3"
"[np.int32(7), 9]","0"
"[np.int32(6), 9]","1"
"[np.int32(7), 9]","0"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","3"
"[np.int32(6), 9]","2"
"[np.int32(6), 8]","1"
"[np.int32(7), 8]","2"
"[np.int32(7), 7]","2"
"[np.int32(7), 6]","0"
"[np.int32(9), np.int32(9)]","2"
"[np.int32(9), np.int32(8)]","4"
"[np.int32(9), np.int32(8)]","4"
"[np.int32(9), np.int32(8)]","4"
"[np.int32(9), np.int32(8)]","4"
"[np.int32(9), np.int32(8)]","4"
"[np.int32(9), np.int32(8)]","0"
"[np.int32(8), np.int32(8)]","4"
"[np.int32(8), np.int32(8)]","4"
"[np.int32(8), np.int32(8)]","4"
"[np.int32(8), np.int32(8)]","4"
"[np.int32(8), np.int32(8)]","4"
"[np.int32(8), np.int32(8)]","2"
"[np.int32(8), np.int32(7)]","3"
"[np.int32(8), np.int32(8)]","4"
"[np.int32(8), np.int32(8)]","4"
"[np.int32(8), np.int32(8)]","0"
"[np.int32(1), np.int32(3)]","4"
"[np.int32(1), np.int32(3)]","4"
"[np.int32(1), np.int32(3)]","4"
"[np.int32(1), np.int32(3)]","4"
"[np.int32(1), np.int32(3)]","4"
